"F1" "F2" "F3" "F10" "F11" "F12" "F13" "F14" "F15" "F16" "F17" "F18" "F19" "F20" "F21" "F28" "F29" "F30" "F37" "F38" "F39" "F40" "F41" "F42" "F43" "F44" "F45" "F46" "F47" "F48" "F55" "F56" "F57" "F64" "F65" "F66" "F67" "F68" "F69" "F70" "F71" "F72" "F73" "F74" "F75" "F151" "F231" "F236" "F237" "F325" "F326" "F327" "F334" "F337" "F340" "F343" "F354" "F487" "F488" "F489" "F496" "F497" "F498" "F499" "F500" "F501" "F502" "F503" "F504" "F505" "F506" "F507" "F541" "F542" "F543" "F550" "F551" "F552" "F553" "F554" "F555" "F556" "F557" "F558" "F559" "F560" "F561" "F645" "F646" "F647" "F648" "F649" "F650" "F651" "F652" "F653" "F654" "F662" "F663" "F668" "F669" "F670" "F671" "F672" "F673" "F674" "F675" "F676" "F677" "F678" "F679" "F689" "F690" "F691" "F695" "F696" "F698" "F711" "F712" "F713" "F715" "F716" "F717" "F718" "F733" "F734" "F735" "F736" "F738" "F739" "F740" "F744" "F745" "F748" "F1679" "F1685" "F1686" "F1687" "F1688" "F1689" "F1690" "F1691" "F1692" "F1694" "F1695" "F1696" "F1697" "F1699" "F1700" "F1701" "F1702" "F1704" "F1705" "F1706" "F1707" "F1728" "F1729" "F1730" "F1731" "F1732" "F598" "F599" "F600" "F601" "F605" "F609" "F610" "F611"
4819.67724609285 4580.29572221049 4880.36856095907 4719.83998909957 4565.57654399424 4835.2603345787 4698.87678470834 4419.13823559579 4692.30315817856 4845.99720118632 4638.3946425166 4728.64774798766 4838.32434562377 4683.30269533503 5393.58151377491 107763.864458545 147043.36053705 62283.1294112412 710669.549681932 858321.048636093 304799.601842177 719951.402823095 455669.877222342 223283.192424956 755876.770231043 321965.590699082 310834.358768159 534587.958612516 108166.933530511 80648.985573097 -16510.189560916 -802.654110824438 -11331.8491017601 -16257.2367683731 -2438.96703094706 -6879.4287743654 -15553.957402836 -3087.00118488249 -7534.46805662816 19782.7393278431 -2414.52469103245 -2933.44953283055 23731.5980221313 -9806.08389345088 -8140.45135823517 1.14179391428435 0.0885553566464004 0.188988406503211 -0.0414402624649252 -0.24819463937816 -0.359279269122242 -0.455557451519971 0.566349021947417 0.569171684601165 -0.0977174897047977 -0.468092947400551 0.0770922581994181 136.074047061441 137.003271139875 138.201151935337 134.881885275903 137.189357201447 139.163857923161 134.976335220425 134.026244458693 137.602183846268 135.700921515044 137.874517776544 136.534408889015 136.458309505815 138.545726015342 148.341230689318 17458.2779516517 16885.4070711166 18063.8494064695 18197.3180627596 16818.0237324931 17943.7698489573 17370.3709373752 16307.7689020475 17759.139343804 17488.8986670585 17125.331509073 17558.1762594848 17494.7540969414 17191.3794786705 20197.6970951693 1032.29435949457 1034.68792865286 1054.56910047138 1075.42648922712 1068.81166227263 1051.94431521235 1052.60954065774 1135.89611340897 1032.05440298941 1213.15587285874 0.205138377266262 1.00327545889922 4.05406028591104 7.28608518977043 15.1761445935357 1627.96043279038 2100.98127645536 3890.52261814987 -0.300483536475832 -0.0195695309524128 -0.825858768034166 -0.492882078684081 0.381931789466801 0.479210188133511 138.084054575771 160.465248017417 127.386932763711 332121580775.205 1181927.3486972 1584.77695237814 989.577683371501 532.667808732386 342.901103906647 494.134956688255 587.111783610643 194.745366474245 36.0629864622004 1074.72077907251 1088.19193992832 1103.56869997648 1069.62607034291 1070.69469566997 1116.65207468163 1062.69039298535 1060.93726859683 1053.72780878074 1090.28582080966 18.3646150856846 90.0370835500802 2.12100379494647 44.1589159647321 41.4696088319893 9.52755171970647 17.1023337335948 28.525596172152 40.042401238064 55.6683650239985 62.9087447064039 70.5949787118946 80.9995535835504 101.778879646189 100.081494267531 106.170962968821 117.025500478052 137.521058132964 146.613299233345 155.824354067781 169.245168669875 45.7603545418205 92.0700953675176 133.219359744396 175.496841618446 179.90600955293 515.113388430119 506.210604037336 617.414259695446 12.3212929668722 -18.9451409987389 106.982853861578 6.34870568353701 480.824769655227
4576.0675560611 4288.81258457379 4587.29882868006 4430.04334504608 4264.84197139322 4564.32689929103 4450.99470117042 4150.17604336173 4473.60218633088 4473.73761997234 4352.16842111635 4393.72305751386 4509.74145530715 4377.04675431631 5188.67316977861 137735.524472076 36801.206501666 75306.4850503451 653471.033012301 275118.801023803 243592.81749232 644090.252479051 357583.896467689 438665.51233373 632595.844899619 116611.791940007 112933.83483976 504447.534796097 230367.648005464 196250.089872985 -15806.4645463178 3741.12580585913 -9913.98595524508 -15728.6647206624 1967.61202468853 -3573.90077686945 -14593.358517654 1859.4323214322 -6215.99443077398 21522.9251081781 3692.64127304724 527.014231743287 21220.4862866004 -5162.14553692593 -6652.25857592563 1.2422487361715 -0.0783688135588071 -0.515953905749122 0.376827163691107 -0.0508175999652137 -0.275163391895646 -0.288709469284114 -0.116681952171139 -0.125967257554079 -0.265598446599685 -0.63705968005997 0.280464431971569 133.099235548723 134.20410309191 135.308337934952 133.432638021853 133.816432525806 136.943524144098 132.342884748533 132.840232801164 134.429421330235 131.859035746978 134.831900733993 133.842535268879 132.611789683072 135.362593193497 146.240590079487 16312.6930727158 15841.4025995271 16964.2749946209 16654.131014487 15759.0461786525 16968.4870452919 16228.2755368791 15348.880327237 16875.6221286399 16356.8908921064 16117.6877965476 16355.7754970178 16382.8313214012 16083.5095397366 19382.6292788052 1032.37878614593 1034.70271033154 1032.81348648936 1046.36629134492 1081.72151694438 1099.66992501087 1118.91901806058 1107.06070232874 1017.38288301541 1222.92166162431 -0.23231336964995 0.516104776877555 10.1754288090091 27.1509968225702 1.96317953959879 1647.80927470979 7771.07459511102 356.491565180205 -0.224238413206033 -0.0589108758111105 -0.365560325291853 0.128640525777103 -0.2191065059603 0.177616507380942 138.605074696211 172.630173958282 128.601430468403 7798939961.55671 1097160.13016982 1179.88860414429 995.269534083907 593.38172198051 262.798254135367 503.326174730758 499.748661964667 224.58824278356 115.339053784553 1077.14836899705 1074.79777503785 1087.33731130179 1098.88559210308 1137.0690447679 1097.46830112422 1052.03499309363 1053.14934677516 1116.49328215305 1053.59938709331 41.3143842202772 89.6319822596004 1.81091482217871 44.496972976986 42.787096176231 3.59744903657956 14.5530638993331 24.7283489103133 36.4897686447935 53.6628446598608 61.5524893293417 69.8171637229278 77.0731892369357 96.0896926455292 96.3387139840722 102.37154737191 115.769712304279 137.078152958081 147.564754072169 157.987861866801 170.646771377553 45.7490777327735 89.524260321047 132.266750091632 175.012103732285 180.038455089831 8.26418151602224 31.8506916584534 31.303169208306 1.39234329512261 21.8880411485975 49.8737338013136 6.68437164391534 41.9897040471702
4513.96900579886 4477.37582941809 4615.25913432295 4474.784510299 4464.82497652953 4626.09665455584 4364.72143431026 4434.06054987272 4602.6599594702 4399.3736874321 4492.79928722361 4582.18129405018 4386.12136789763 4583.4593967353 4750.63398100027 60871.1830366193 31377.1494398575 65913.5476020947 625613.619701983 82485.6215433065 243165.983411861 650353.554571391 193750.314474165 152242.89095802 559380.155325049 105111.419790006 107712.188772861 508117.740295535 148015.331704154 94169.1495595016 -16812.2614026747 -6907.98260398826 -11260.1492225142 -16373.2898572181 -9466.41489446826 -6916.58532402045 -16185.4145165051 -8915.88311741445 -7499.97940589482 24549.728183064 -8319.82133774182 -4093.94946709261 17192.0341745567 -11915.8133610986 -8069.24044859732 0.00162238068462739 0.695196948856666 -0.0410652561177218 0.00531609287108569 0.176589096814513 -0.300034727632804 0.313326683768399 -0.585410435712599 -0.734753149579185 -1.1054341783936 -0.219496168904877 0.392559808702858 136.224548685878 141.180781961456 139.371614166085 135.694771951164 141.300844713331 142.481436401104 136.615856230786 139.871098240848 141.13693540907 135.643616943275 139.896942703521 139.422303973083 137.02144144494 141.691481473073 141.585822356662 16392.75156006 16807.727077643 17228.6690619209 16613.0048370816 16777.9146753198 17374.7967510256 16435.7159929127 16591.0176665926 17305.4777382101 16362.1663499649 16850.8858769878 17061.3266662339 16437.9387384698 17070.241313651 17494.8391729616 1053.73582597329 1057.93701560829 1067.54719092765 1047.18664925816 1055.29272235014 1082.04454801407 1122.15739953529 1136.25919067978 1046.49937733587 1242.58784111678 -0.524052263144735 -0.460637237590769 75.2950997572937 38.211686351108 31.8182612887167 18156.8174536183 19207.1657605183 8829.95210709225 0.894783557049183 1.19407375330763 0.656359903442174 0.514234220454674 0.792062990252141 0.146140957530468 138.548954969908 165.50849555444 127.747661862641 134708170.166009 1070634.50691584 1102.66476272207 1136.56059435319 189.304726540065 155.64288381342 502.660540143879 461.05577058088 75.6125797967078 28.9050265218192 1090.25944722415 1098.79561789841 1091.27580506362 1077.73287668091 1151.10615930783 1108.28506701335 1075.21503091963 1094.3472916196 1116.13602420008 1070.30670244412 32.1248623283927 85.3316513358733 1.76699333514047 42.6531663003563 42.4351646332306 4.55055245470613 13.0538349818928 19.3842319470374 34.6326620078895 49.8484927457509 64.3151363696378 76.4133365904018 78.8426331319753 91.8447084003182 99.1595165681255 113.160730534769 128.441532732273 136.987787594261 150.482646052754 160.081735293166 170.099451227565 44.7447339706176 84.8709539072812 137.173864670878 175.531019978932 179.692989571227 0.468154621510071 26.3903069794747 1.72763697324122 1.30223224982199 33.8862665153293 2.49941145009431 4.43865735500671 7.30650766719048
4581.60494891423 4503.63808632446 4738.51256383072 4562.68970364589 4477.33015567898 4758.17698578972 4548.7533965945 4341.55917979187 4561.52674466699 4556.73827093732 4550.4115116212 4587.33557040142 4543.16934857649 4640.03539028541 5268.38828990302 123420.241079606 408371.303609373 130260.995113768 1531334.90897437 267582.296006862 263441.327520254 1011170.65370331 33417.1629434341 209696.425846817 1152870.27307837 151367.693374145 158384.548693429 739444.513394373 129227.228061269 80640.2649554083 -13748.8995611523 2891.80029527537 -6421.10293917935 -13490.2515413813 2407.89013646061 -290.688612264709 -12698.0803536803 724.957820482184 -3426.63614983006 23696.3353155493 -20.0021741712538 268.617653593208 20115.3779672988 -6638.99201123897 -5917.78306379897 0.425519319856032 0.37523376272686 0.0329945678252468 0.214012315256645 -0.625662635998254 0.241809364959525 0.533276537327745 -0.809952667237865 -0.635290978267301 0.0894502777496899 -0.349705623408726 0.00560489316489277 137.47849561059 141.084645564514 140.667970214039 137.550880098682 139.792282762502 142.990187363433 138.822045263877 138.385591359932 138.63790285051 139.03164226012 140.695367927332 139.435954237987 138.715059015681 141.174025116596 148.88577335981 16995.6163412012 16982.99536159 17777.6626617471 16983.6144329909 16898.4559285082 17917.5311474006 17000.7032136089 16386.4151469074 17399.6808623369 17016.6402788424 17186.7367185469 17321.4887862314 17035.1811210801 17385.9071223987 19699.2676040158 1054.16526126644 1050.44486841091 1043.76324793073 1045.63555310296 1061.59843206437 1091.05030979596 1145.94306131823 1052.10920639018 1016.77117141946 1237.2462294428 0.243438689573024 -0.384896442612491 34.9533889591591 71.9629605448702 9.50721266375511 6872.55691722513 15929.2144380538 2555.31296080128 -0.226139374599759 -0.144579865152524 -0.13601681212404 0.491579979677642 0.0282678640472548 -0.22672619511538 145.740888357396 166.455476019938 141.578369719005 37210968760.2567 1131114.56576656 1005.35463016623 1056.69718547393 317.536434430668 399.426875923461 461.781305190038 483.516910499785 137.448787723414 77.5154493273822 1087.36911096953 1076.62756224232 1075.82613558779 1077.80985239614 1172.52391505404 1046.72399705764 1053.5423953333 1093.57240584286 1121.95732604708 1074.26431205735 40.5503755835007 92.1217788861159 1.50069647266013 44.3538910694727 45.7430790726022 4.09067550988937 12.8595123999854 19.9569945122406 27.3598422248018 41.2480643827063 50.5998676770366 60.2456075412577 68.0921420636683 87.3346357346795 90.5572329768793 97.2504857566819 109.702798965828 132.40166073152 143.992553776419 155.608199434867 170.53948592287 21.8513967042422 81.0500524343474 129.854331053088 175.478686005781 180.018257897121 4.83494006156937 0.850566549076086 3.18108025938198 3.33918134794453 60.8053637515579 11.7293254773843 5.75464686389885 17.8843502297732
4464.80363972525 4324.45844754081 4468.99899449622 4393.44882730848 4329.15380609295 4552.37560944833 4344.81278437198 4174.96822444336 4527.13935409736 4459.78901926933 4392.24082237453 4236.77861310662 4407.68890304808 4331.68125367811 4938.31744167323 181986.657370919 137348.059545789 82522.8448320816 1138469.65410629 224711.228616744 427733.503943969 775996.729179295 596705.828066329 606672.533072704 1273053.53871877 198883.176813695 168393.36693269 839090.908084347 143092.001639731 90620.8241039821 -389.416054004943 7162.30268444459 385.410054950738 158.577119017114 3388.27744032975 5014.13293621869 -70.9669465103194 2412.55223278363 231.653047337139 23657.6711860623 3817.9799562562 3102.84560414466 9518.92995476568 -2357.33603733434 -109.737814155729 1.45829947844798 0.620677609852382 0.922866542560383 -0.794636630300009 -0.648169934073686 -0.343795215589365 -0.743519796061824 -0.0362990204475963 0.0195738501563141 -0.237808611889161 0.158352254824139 -0.0838920941121851 134.907097124696 137.950519768692 135.419655939838 135.082743607713 137.903176284655 138.967184219352 135.408447660427 133.815146091759 135.034476386546 136.643668720515 139.185506349711 132.916101836858 135.971761262697 135.31784667133 145.226557777852 16952.9358550669 16939.2319224393 17329.4776063674 16359.5424098207 16975.3961844566 17716.6781523621 16941.6254412058 16363.9883264947 17451.1653751251 16997.7413228283 17176.1778560718 16585.5725563053 16922.0245715653 16900.9079184452 18668.6254761996 1038.89294124987 1057.83461625506 1022.7639565373 876.586875474651 925.849069250699 1040.37116711269 1114.82622780034 929.74580502257 1023.85724329118 1243.05077897724 0.0360308878639228 0.101174422232385 55.7221702774879 26.033967734325 31.9453306491531 16483.6663097856 8742.5881013617 9107.41011324187 -0.329774585806135 -0.691720327841991 0.282843948928207 0.302283386781117 0.208555337364867 -0.198498823526929 125.361653299326 170.474171990103 128.543327346391 202510236559.514 1064542.69739391 1155.83773023427 1461.96979641592 155.983359367113 140.780673382519 216.805540214944 481.853895253031 51.1734028239433 37.51343354012 1095.30957439872 1061.36725981215 919.593907082883 981.398184017529 1152.41130624391 896.886948222909 1055.16103494626 1093.42071888068 1089.56218188839 1049.78680346037 22.1855618222838 88.2236294892198 1.98582616225614 43.4179591629576 41.5346091050438 7.48375940039634 12.7082471153794 21.520365055924 36.9136437205567 52.8297750927139 65.1871408847908 74.4670031150233 80.783485108861 96.633477578264 99.1138731562904 106.713710393617 120.533182262791 134.130613057366 146.319331748651 156.968018785064 170.286341479751 40.2803357237283 91.3331274942829 133.51555785395 174.908293968314 179.747507392948 296.569103905878 238.913900899774 195.310011726 6.65700596538529 0.662640370165921 8.64868638466816 4.8418406060098 364.695238540435
4750.0298260823 4550.83778873337 4799.53260821987 4728.59979840922 4536.26354642533 4789.27169143471 4736.84741060084 4411.12799983785 4709.38289199095 4736.97117395717 4609.51344954225 4640.89804138802 4794.42353248173 4639.42410813869 5227.61057830741 754460.02025995 327527.558219151 1555434.2525184 2349889.45086434 110211.559406741 699163.648129362 1050124.9516588 163224.161281978 612034.474089204 1999818.76510148 609555.090453477 108002.49946474 937533.350712936 275669.137128354 194113.801539096 -16016.9323851575 2366.85624092074 -8890.06236243936 -15876.9818260575 571.13879600049 -2179.64733757685 -14950.2142411843 -1607.88166010844 -6455.39498046574 23706.3682923159 -589.003424768194 -712.097891583658 20345.6023083021 -7164.29356505268 -6848.41439780689 0.0646987681601715 0.0468076097726466 0.130763418238273 -0.16991703454784 -0.0589410167742909 -0.130630629364954 -0.120710247484577 0.40749470718745 0.257785661787302 -0.321884575591425 -0.565223714271719 -0.205816428753026 137.785996325896 137.26030339816 139.498056607168 136.485722368743 138.481317123732 140.900369606007 137.400488341673 135.166016904041 138.378056942469 137.938667730307 138.825706554287 136.207532851915 138.679367725643 138.225815863352 147.706703306865 17297.1446551679 16825.7066066633 17759.23567343 17716.6493592377 16784.9162380044 17806.1820776418 17214.414598857 16286.8288984363 17660.8833560698 17351.270748266 17080.7342645397 17212.7774082208 17360.8621654933 17072.5737834456 19468.0044297272 1046.69193463221 1056.90127503119 1068.11413745291 1075.80302329923 1079.84311710294 1079.74645462724 1141.54785597687 1149.06621229932 1038.55834804219 1228.35468715935 -1.35043772540259 0.351712350910575 2.87294667478715 4.01768812689385 1.87315568739287 417.844765855132 759.734627642949 266.984056998491 -0.434094394554145 -0.365084078689003 -0.40392914398657 0.356234329349328 -0.239210990082102 -0.388222552603081 138.458921038222 185.269636545478 126.595463812661 21311246213.7987 1149136.7792617 1024.20577304838 1115.24109797628 741.460538028199 839.847014561385 503.575005461023 556.776073291588 273.194303278581 265.362046737398 1092.42961148208 1100.07367425819 1103.29760622437 1088.16957022434 1165.81225960577 1125.40138008384 1070.06306895633 1081.83376077407 1111.88960921731 1092.89533664841 90.7016159463631 93.810855388746 1.31232172062633 45.3040374994701 46.5375145466067 3.78687338287766 13.434623470315 23.7230961715297 36.551441820408 51.9869092263877 61.3578459023267 71.7012592865068 78.8393961182736 101.464800156536 103.167144709917 115.199821787607 127.505632055245 145.502071561442 156.650465213444 165.640115360674 174.046650841966 44.0581953928262 91.1798906784752 142.104556373204 177.416251883887 180.11746585125 9.32529389629499 77.3319145865002 7.5311460342431 3.34267811272596 1.03726291486066 42.0994396013748 7.14562464933485 24.6848914487491
3096.72294417037 2835.52622740451 2930.54835300788 2845.79296876428 2862.69926003942 2981.55344639268 3006.88544357864 2748.62633755951 2846.2157054702 2948.64788814845 2900.94679929071 2798.00720931599 2979.8618324484 2870.08639421604 3712.81206470759 12346.1543582851 29095.796281514 90234.8680331013 635019.398662287 73433.4782964068 268184.546320525 715551.558724336 657.262984241189 164244.897202721 536972.156260641 105923.401543935 107756.183722615 7963.83819714146 2222.16383716383 104690.518896482 -16512.7020219129 -2083.90794297759 -10634.3929387545 -16255.496160223 -3658.13473829857 -6435.23147339223 -15570.0250140002 -3747.83513133556 -6836.12745403962 23731.3388712999 -3403.74624008958 -3509.27357606849 20025.3415892087 -10588.8238183789 -7686.5370656154 1.27365528998365 -0.075630484744873 0.387442768532944 -0.112651557881808 0.0274903461482428 -0.432427881226433 -0.919762712177674 -0.574899321584136 0.109763621819879 -0.801595725083175 -0.213651831569121 1.03651730163299 112.883970873781 118.943117784053 112.041676818838 112.268137515595 120.243069852655 113.843571149639 114.377247965261 118.064350064141 112.952600829072 112.631822163527 119.79364558737 112.427699495497 113.731416924708 119.956877933698 120.528277318621 10678.4856039143 10601.732831478 10730.4786578336 10673.389847107 10719.3591195134 11209.8879044007 10681.7659715108 10136.9998672058 10502.4657642734 10632.9019306266 10820.1673764326 10305.1378048014 10736.5649970492 10605.6144648375 13544.5793662528 1028.13874525851 997.674039301036 938.703237153286 933.82467469726 988.67223154846 1065.3344977251 1114.3907769145 924.049193859049 987.296656658955 1242.49491840438 -0.475596918560078 0.304112675166922 6.94528766035447 6.64711329598323 4.56654256907852 1390.14894872199 953.188312621819 913.906764335791 -0.747566787556473 -0.645975026338741 0.485911598986745 0.682885808567433 0.0773936168273278 -0.818115295347756 138.513846833189 161.491940428652 127.907217099844 11993748258.6065 673435.709504977 993.452417436025 992.598354660623 766.077516156245 858.711774073494 436.02785462163 464.493972960165 263.809526463891 211.504180513973 1041.45626017247 975.852727023508 966.700623861042 1025.2050609715 1144.20076945944 953.254652623667 1032.62748562145 1049.49614602332 1083.89506192286 859.689605681422 15.1378254712163 85.2307678852562 2.24224892896341 42.0382902641429 41.6128914560704 2.63897248066805 11.8726679906084 19.4993245326483 35.0779663536743 50.5278723054864 67.8270252441351 77.8277886954689 82.9394805055262 92.14681386888 99.6754800202791 110.320683296363 124.311281571266 130.759567141079 139.529272889475 156.267328604765 171.941966503946 44.2846789270334 87.7312796259773 130.333522694526 177.905407468479 180.122149264171 62.9369548920724 23.0589760895923 25.615371106429 1.79560965947847 -5.92136681984418 4.32358161411958 5.74968663252146 116.231500740878
3041.53527277006 2740.79953552346 3052.3934557691 2894.82676322311 2749.51669854408 3091.24383269218 2799.28032344657 2660.20053028465 2914.33045463614 2797.26804914446 2860.27723421804 2776.73023162379 2853.80999645366 2622.37192970341 3949.27281731077 107670.367669312 171913.215099174 86351.8115943461 1091965.00042923 220475.149498282 247645.522326525 688991.606627606 404960.27475292 153133.465207764 527415.703122549 331448.492596344 180409.472915806 900651.598298995 705131.675157537 383374.677797189 -16372.6144751466 -198.262736095998 -11097.1181440922 -16239.4597968975 -2254.03187457215 -6551.49091849043 -15347.2305306043 -2802.97320835913 -7533.25721280371 23690.4953787692 -2225.19975784349 -3127.76192884467 20113.8268610348 -9950.29863101973 -8147.47279302399 1.25762724725439 -0.213033876207456 -0.116865798098027 -1.09984630092716 0.194739020255719 -0.241093517358728 0.306481567864091 0.0437907141073924 0.434548957760023 -0.155330193750191 -0.271270631676023 0.405146363928639 100.748489239907 107.723137950859 102.714010104017 99.7522864728586 107.678156048318 105.681038931249 101.39784250244 106.361301858877 100.380556301144 99.6733256585265 108.664221340996 101.930642673395 101.250821817489 102.048948525015 120.529840844205 9992.24601560635 9820.21953222992 10829.3394698497 10323.5238057913 9925.4280564269 11320.699223974 9869.67197476438 9439.77446266584 10872.794261625 10020.5951703893 10257.9831528936 10008.2708760641 10126.5935742143 9365.60782158078 14581.2433133154 988.16043638931 894.400692282291 764.325160899973 796.568891306305 955.749408557758 1064.20598878667 1144.98639531279 913.446371472268 1024.39935560782 1242.65893511634 0.0132788501914538 -0.105357701959405 8.74884680162014 6.4514866599263 5.6322555855693 2031.83690033876 1665.64177426229 1231.38653196065 0.527192175335686 0.720872389225246 -0.022630216276021 0.187619518300053 -0.791936801905129 0.123893432307858 138.33024641195 162.273773238935 127.828184584116 11822710832.566 715667.767332095 1029.49852892123 995.950217486891 766.027342921888 863.47048891827 326.278756054124 444.593647298124 261.603705737827 206.869941859074 944.32594873069 795.49510791041 826.184409161152 1015.27387643585 1172.45775735668 960.137106379562 1059.29398943542 971.042793852337 1102.38998393665 787.327444831196 34.5646804067535 87.8029745414153 2.21239348768649 42.0442771351158 44.2644661093814 32.5932182587793 16.6277286330426 26.3775535119895 43.165742298454 55.1552196295736 71.0163402691518 80.9011065069886 88.7485649215743 105.352406415085 109.937631817386 119.031367353237 130.454108456775 135.884461442253 145.613367886131 158.725904995517 172.924357059899 44.1059915413986 96.9191520793237 140.412057308382 174.438937223172 179.704645672831 106.595460581842 17.2793897633373 23.9751534073224 3.11575718352424 -24.3171038730678 2.56391250566922 6.62583580766567 8.58173589083671
5086.12574066629 4876.43825398538 5153.30568765708 5016.10491008724 4856.15045717115 5064.19352317088 5027.79371425415 4831.07922617239 5026.57860561421 4984.11059275672 4873.02276981149 5036.03935566318 5063.85018055312 4988.27647342288 5457.08204282411 1347039.40982024 345188.647252328 916631.124897683 5064518.55259276 1242128.05522313 1267199.10163571 904053.115737284 401959.856661173 571872.188534439 3529582.43832935 737063.978693537 393589.595237387 1120783.39311342 451459.95897406 411223.620581242 -15239.4706755888 1855.79558883952 -11010.6549539822 -15216.2754414988 2419.87218185022 -6176.3353712511 -13991.3353830681 878.917360866059 -7068.57295617439 23693.2795032498 887.29797605895 -1362.73481099975 20539.7705766251 -7415.3269896252 -7649.59321229511 1.1570726315853 0.584963721424843 1.1986446740218 -0.856597749579526 -0.0860182250178931 0.386381810709738 -0.0435865648980367 -0.449207461422696 -0.134537879454678 -0.498602655407401 0.0274173475440901 1.20397174745815 139.982768241804 141.3782564793 143.201556967823 138.469254040533 141.19856665679 142.522177517042 140.505027621642 141.045934962748 141.208051411963 138.737578410245 139.474368339613 140.87393350059 140.208137516972 141.494172976322 149.655009565611 18436.4913220095 18054.1506136876 19114.0337188478 19152.6621971706 17980.5469945224 18820.2682815853 18363.9034096046 17874.0986735422 18893.6393159053 18421.1533128469 18030.2308731315 18633.879375693 18453.9509537283 18399.3851977525 20233.2163314398 1032.19321402172 1040.68162389412 1064.72665745693 1069.23833187295 1043.15234670889 999.605929752139 1053.13401596216 1172.85264567446 1069.63677696743 1242.37135035586 0.286056705799206 1.24030859478664 24.4721451463805 20.7560533157591 8.04123661187785 6647.3311927139 10192.5518264448 2650.38908322637 0.726206616913772 0.115818551715853 -0.229381292509966 -0.360703230774635 -0.174664636115972 1.21318126023411 138.455272771137 161.080255945941 128.555040227496 4256751488.52918 1243738.49911189 1107.98540295412 1166.85678150825 331.448991258293 56.9020482353229 503.538501003668 526.544612106908 130.716003413572 22.9678547360186 1071.01839086052 1084.04592653244 1103.33468220682 1047.5975326709 1096.73248470638 1147.1060124844 1091.62090022011 1042.740129767 1061.10945345338 1125.59988974265 220.616273478109 85.9607248352317 2.22996958294341 41.9304273163673 40.9169840068569 4.24697599532203 12.9001749727638 23.3449962542577 38.3935811469324 60.1102793641076 67.7405901935129 75.0076243359555 77.7941018000018 93.4160857191616 97.7115413430873 109.041973151634 123.668238925313 137.143733905344 149.817109178769 158.80328156206 169.844170718556 50.3274974928286 85.6262279640378 136.629349136583 174.449850933219 180.494411028955 15.1216316594418 1.96345412832321 16.7905794325068 4.70734312355419 59.2236511426319 8.89176981568271 6.02266724094701 26.4841740314211
4243.7090928531 4218.76709284894 4160.73893728169 4177.56123414146 4217.59096744725 4232.01104166849 4034.83278380037 4190.55797971972 4293.34009366398 4060.94136782355 4256.10085127571 4192.14371475157 4141.02049575259 4276.54106427878 4042.17589932822 189975.270173499 43559.9490857967 101442.84422209 630584.958126883 55794.6584760308 314325.520501285 705591.039708576 36196.7256157651 154650.281055209 514379.616439862 130826.965316281 114712.9987555 555505.80919328 129780.717250297 80086.8235515678 -6428.15445740192 3825.71731391669 -8432.53282766902 -5743.76794388201 563.6721865587 -5734.37277370897 -5200.34692901471 -79.186281350491 -2146.54587883468 32229.9110619516 2748.44936624683 15.7498519133473 19949.8569093842 -8278.42170007917 -5649.21448417478 1.18449315034997 -0.114280119156022 -0.451615603817491 -0.0239446154856334 0.000956279714942609 0.166336420391976 -0.00738013984008387 -0.235895532696561 -0.582467878417563 -0.336114873635094 0.125482947509016 0.463525477826961 137.337870030894 142.8209104834 139.860453739392 138.089541309958 142.466982692526 141.06347858962 138.524696961458 142.010733084252 142.705689826814 137.878837112081 142.397826714499 139.803925850272 138.138056653249 142.468489803037 131.920119860523 15613.6066116807 16126.8688519955 15709.4554516728 15460.7401588809 16159.9316828577 16160.5174644375 15718.2487814991 15886.7193400848 16027.9332682836 15555.0573070396 16256.1771247736 15743.8906949699 15638.4710278635 16199.3036238309 14933.6576067009 985.265723269714 1009.71493083845 1064.13650121084 1056.5568091954 1007.32297408775 1018.3088203412 996.980421052656 1076.49571329887 1039.29066520519 1250.0094049481 0.643422625659382 0.297404975884674 10.2954033233601 2.48483289483058 10.8144845540334 2846.74438202159 538.315986658665 2497.40484001654 0.0754322281203264 1.03719570172708 -0.117292725026208 0.645511846570351 -0.107995629607276 0.643195428701964 138.050835499048 160.666389955665 126.99534567824 279143921118.359 996373.832649197 1182.47163753413 1280.02262031925 331.127000665641 224.699461445992 337.259355384613 647.912274106622 111.730835268672 195.561213223663 1046.27635247269 1090.31772893038 1083.60380269889 1013.04884885319 1005.88892990517 1036.34159242661 1069.72867921027 1011.91245283961 1030.75537346198 1060.96177987662 21.1640755887913 86.8111369446677 1.81891930358766 41.8109925164381 46.6694260354668 8.14355945317158 13.02928929905 19.4220042689844 31.7267363040898 38.5708477943021 56.6529320643687 70.3963813029422 68.60253664653 81.1136677621378 94.9521082472908 108.977365456317 122.511546071974 135.092417702812 147.443147913551 161.111043518979 173.889172149053 11.2068108475218 75.0802008742408 129.903540845183 177.067503758199 179.535179730549 222.809807571394 416.956611102794 385.751132808638 3.03891230306699 13.7462568436024 42.0675261186238 4.22758292605745 191.565603644578
