"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","Label"
0.205629620851229,1.39841178914779,0.0121351339234495,-0.141631744225283,-0.689678604762952,0.827581985498073,1.26359905062621,-0.445745250992533,0.88277046536796,-0.47486389351207,0.78689480377428,0.432759752763904,0.224196872838291,0.17795992561669,1.3748191699568,0.771164481403791,-0.676784521756482,-0.193843873165472,0.930211420339139,2.25688208321272,0
-0.780238546640045,1.16253759115464,-0.252590627184645,0.305895778387151,0.566869249422409,-0.297963585446505,0.957318365824564,-0.344894324279367,0.218966183952517,0.105173828107684,1.11380889580835,0.33314421041425,0.791095462370921,-0.90467505838656,2.38665401784681,0.273711394910692,0.672637722458173,1.08190837243751,0.470072057843726,1.06447331045943,0
-0.0475722207998728,0.835066098504909,-1.72601538402685,-1.43914524440987,1.14726383305534,0.43544486510161,2.09728449390616,0.658092556706613,0.284452763321214,0.939298624455915,-1.40939402168429,1.23640117186768,1.36608580817907,0.0746087800404419,1.0857329687127,1.45657999846033,-0.688165185641749,0.538093727922814,1.67701140927571,0.393021274544756,0
0.182132962619477,0.402873868079931,1.21761338505826,1.17230205813149,-1.17348385308829,0.445002623052468,1.66673508682337,-1.19348153200366,-0.780690712722355,0.308994235433548,1.67005964425138,1.73592784303354,0.619468961830569,-1.23899659066893,1.31998423700534,0.857210623383685,0.771270075111978,-1.41959149418406,0.587639667377667,0.460223100561112,0
0.603534098531491,2.13239706199423,1.11327302763683,0.51069407607208,0.136209023483108,1.57441926732923,1.0463546435621,1.1121705231738,0.332940128191403,1.03985151288735,-0.17188928311143,1.89982451333218,1.6924674188711,0.666389210975078,0.426443259349142,1.33317437515435,0.490817982185819,-1.35138054516124,1.77266122719777,0.455533824278563,0
-0.541561926825582,0.308542956880406,-1.41095561364321,1.58348271844257,0.719277281574452,-1.61493331197328,1.1075294443637,0.216436869889986,0.491837151759063,0.814854522657723,0.721865013761517,0.346317731788795,0.699905732356005,0.788986079504378,0.189046287714337,-0.0791403764597578,0.0975435729113319,0.479336893759174,-0.140486845935602,0.865789446502105,0
0.620192292211627,0.376220876493253,0.516853704952959,0.394360850930765,0.540427816325264,0.757158628504626,-0.195911054349428,-0.919006875472395,2.13943215432628,-0.885573712757957,-1.11220102326264,0.198822055131709,1.81885680980736,-0.72683957389835,-0.38769595506535,-0.183674036009375,-0.80459446918706,-0.584390620179729,0.360741608964471,1.11544796879548,0
-1.43869423490503,0.833908289368928,-0.266575699134691,-0.66692084256751,1.25837762689945,2.88434315088675,0.506978275314082,0.0590629061598993,2.65034878346609,-0.23078036104978,0.787797817184021,0.57132855237664,-0.126156232572494,1.30805940090989,-0.779125331324564,0.764217267493189,-1.00170507355588,-1.93994078878932,0.127530955492311,-0.674015316796653,0
-0.652168071396127,1.62911286405675,0.188150703505985,1.20671455566392,0.0133956182417109,-1.25936146029901,0.701691912249465,-0.975211325151918,0.627370761243884,-1.80835421279135,1.27831611510166,-0.894371443376697,-0.345747889750909,1.23720077042812,-0.821494357217847,0.117289978337622,-0.926825250516418,0.476340161857376,1.45898542550393,0.976785701865286,0
0.296813395465469,0.552521915763218,1.94436573496877,0.532981922315463,-0.987166385399501,-0.0885667764290543,-0.0135409838723464,0.54979920761905,1.21234483906841,-0.196704955264391,1.77810811133992,-0.652449714143849,0.861340235494835,0.167560263388401,1.1641748877995,1.77465784953193,0.999076863502163,1.07146796803638,-0.178577179129158,1.5331402428985,0
0.256795117872825,1.31341443006679,-0.547822274587023,0.420959141230507,0.786362254400555,0.595258746164532,-0.461018614682908,0.730162716201751,2.59451427307686,-0.96465190683328,0.15219357534813,0.778752987066368,2.62939418070388,1.14022386865859,-1.15613002418418,0.670072298352171,0.0365174707441217,-0.0196504432971955,2.23706192235835,3.20694317462593,0
0.477705822451515,0.098976525897233,1.21388493394621,0.0917901392488225,0.204375906595332,1.53196542746239,-0.390740791809282,1.272924093759,2.20973044030055,0.380355245875366,0.3557541799652,1.82885555750632,0.11147193612264,-1.42630242070273,-1.11296180121062,-1.04436770369064,0.663125695245515,0.967755788932052,1.54490565553327,-0.592974688250665,0
-1.60569388255885,2.7786277311415,-0.555057610882834,1.10843005891388,2.24575047536604,1.65778524568221,-0.146883936126019,-0.828034200086634,1.94680335113947,0.980021745591356,2.72713888774969,-0.380821285549622,1.0970421730587,-0.322449167575257,-0.617226685979726,0.744693634601075,-1.13333665522486,0.0854896820994762,-0.278553287132545,-1.29788470589281,0
0.184041623774756,-0.422909419311481,-0.180985231252298,0.259080721571413,1.55342983094892,-0.887069302530005,0.662282918185147,0.553720945713635,-2.01946135504916,0.813704326094267,-1.18130980378496,1.02715759793008,1.16968002762023,-0.577587667347275,-0.379357341166007,0.985341276293857,0.0503724983319729,0.337680391298491,-0.758754243569689,0.821893080159023,0
0.0572282849081408,1.09233835309303,1.62688206329706,-0.177984543713213,1.20035825477719,0.756420680592416,0.0161926331956213,-0.828080379350462,-0.39634981238799,-0.260961484916175,2.71818834365305,0.867394015092517,1.32559712427574,-1.50359790716778,-0.268361600519837,0.0227292960638116,-1.03243898416145,0.577845007875984,1.08955313390155,-0.236883119246516,0
1.16343254956863,1.74698994958501,0.990717567191278,-0.0419833505987687,0.0838279857523709,-0.158568771316805,1.12807753809442,0.771221078255306,-0.115729906323956,-0.434127885242119,2.29412499807229,0.717994452763998,1.771076828422,-1.6448480258373,-0.570457532435418,1.05900023716653,0.988103318505395,0.390582118407688,0.534646999477426,0.743112502971077,0
-0.151243408308871,-0.665971337419275,0.988378889613214,0.726324838804364,1.78614577535761,1.57340466754613,1.70114161986744,-0.232947193666652,1.16250412103036,0.28487498684598,0.100878799635223,0.732132838406704,2.27945506431412,-0.310373299921935,-0.640363504151517,0.0805524941069988,0.53075555440414,-0.268888312534721,0.534477051140696,-0.0849133917506204,0
0.198469541232005,0.757067668445339,-0.134343818690531,2.34798712751756,1.96932856552286,-0.628614274362302,-0.254456137533159,-0.424439010441052,0.996001879436972,0.693947540535028,1.71315828751503,-0.740036354391185,0.386888384492887,-0.200260560256299,-0.17116812270885,-0.899946863249174,1.7423692362328,1.16509006639325,0.713443636745983,0.0520402843155779,0
-0.708944942447444,0.12186139814507,1.07424357293019,0.489549206693612,0.603998468513495,0.99061455510499,0.984597610023534,-0.610465436200608,-0.41360350595525,-0.41147139550014,1.62152484116969,0.688732091517603,-0.161630995512845,-0.289479051699049,-0.598896674588962,-0.762994766422693,0.332429508601807,0.938271491396294,-0.53271768024009,1.13267319887705,0
1.53645594490153,-0.706926686168269,0.444631701132466,1.05942752378212,1.44974815909186,1.02764729625586,0.824737842169321,-1.73745323704245,0.607192598111029,-0.415951056512242,1.49786685198108,0.622356584439644,0.991959677877966,0.0487057416774515,1.745860348271,-0.598386209934758,0.234994801481361,-0.0890851224335207,-1.5995424825374,1.78789902810574,0
