"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","Label"
2.16050954116569,2.83995692632215,0.384457679947602,-0.0310593249338958,1.72346252770087,1.13848168806528,0.125780087362899,1.79280976245092,0.556862393775535,1.21675450563188,0.891257716077659,2.89658918680325,-0.384866467101391,1.48327542200202,0.386300459275102,-0.384543208022442,-0.547569533128943,1.29309845753292,-0.627893322919839,1.70844462755888,-1.91232650858769,3.30402762661509,-0.277672159690087,-1.17319446233605,0.42236393960472,1.71942535231882,1.91655876002548,-0.0708229391310072,-0.0228866638532014,0.863638056675525,0
-0.459794430952145,-0.849218153074516,-1.34078606498885,0.917439899848419,0.109363846870368,0.611149950760209,0.720339622212626,-2.72487713433222,2.64665904055483,-0.572352592758184,0.769452417496628,0.702385635797819,-0.560941517394964,0.723647396294344,0.557637492235949,0.295325703629933,-0.816740217662814,2.12474810620572,-0.847120554729021,1.51150711416864,1.66906360748911,0.653950418876171,1.14222842932728,2.122840738612,1.25147228999162,0.0902039961211725,2.57300419722775,-1.02716255945172,-0.249366829528964,-2.11490899965055,0
0.991022302561566,4.02356822372899,1.79258519724677,0.286521359959494,1.04580645656743,-1.70314509065973,1.07361306816579,-0.154381165662709,2.46487433764928,-0.773136947767668,0.0128486433689371,0.735549776362055,1.12041748507607,-0.189109817868099,1.68075183289838,-1.20282419489991,1.03634148810395,-1.14465817413607,1.7722948336367,-1.11109426806594,2.05114112236032,0.610269354147378,0.579929484223354,-1.63997409648398,-0.367652399322796,2.74195566126963,-0.179795773809351,-0.312448771635876,1.77849858446671,0.414867913809221,0
2.02755152650228,0.0624570498684196,-0.0128062998871517,2.46184627772097,0.164218936662447,-0.616842564849167,-2.26237068694835,-0.170140811277608,2.90876926294122,-0.874764163790051,1.5240246881219,-0.0329091481172261,-0.588716538900544,0.967649621871743,0.290405924044346,-1.38048948102622,-3.42721766201868,0.697908080146264,-2.31464129855238,0.153788673141108,0.491385204101521,3.18361998345271,0.568076015687104,0.405830459193915,-0.31853592567981,1.33387826658632,2.99094512883523,1.22929919179417,2.31836300154724,1.26065869109797,0
-0.0264253271096896,2.34326792040988,3.23567331290479,1.51426722705259,0.570017637934646,-0.0660146716719994,0.450352797871546,2.18327395454378,-0.256802755789989,-1.43368591175781,0.895637803229129,0.799348282057591,0.554313264517049,0.86717390675924,-0.264930744701891,0.617267362596432,-0.228975191267084,-1.17365512134032,1.76514443090442,0.546550784292444,1.63210835846236,-0.196717255206684,1.22915907277635,2.73458298587928,2.0089332355705,1.11368275612905,0.390894205194761,-2.15295338252071,1.58836384004218,0.0149203415740032,0
0.574990336235225,-0.637332675172112,1.68106627699503,2.06999327054941,0.693250707166269,0.754202424005387,-0.0364077362689195,-0.0711989968788445,3.75603524046891,1.74281188049575,1.89422869742669,0.343744544866719,-0.18894300011311,-0.291569966093388,-0.851241810482632,0.264633358993356,0.927663007918846,1.75172302553617,0.0855415598227647,0.813934420483643,0.610670633350285,4.11099563836789,1.47173586712944,-1.32923749812995,2.07172641698805,-1.27488929069833,1.4526630466598,-2.43663251061036,2.46136944454697,2.33774640672428,0
2.0770108212355,2.03258945190677,1.9765218026581,0.16637145181416,-1.12400282443404,0.945266380294577,3.14150426830758,-1.88459144414822,1.0656099403372,0.442209955731157,1.84298899416831,4.01905607621842,1.91046674431858,0.328074138583178,-0.147245359787198,-0.761939813111663,0.865289343833201,-2.16385598696104,0.215693839410132,-2.19646045541161,1.32385658832111,1.07527511631261,-0.326345893246226,0.484349227959836,0.984280742009631,2.92964074776569,2.00003708327738,-2.6920029943831,1.16052254089301,1.02123402770168,0
-1.09187526541842,0.837239506031308,1.66774129218735,-0.490247128078275,1.26679829204588,-1.18818353438967,2.47811749272573,-0.448111490045317,-0.308420751143644,-0.689438769518434,1.23477186317135,-2.10820022488472,3.23786483647018,0.755990989832521,0.0447055967042321,-0.881691450709613,1.03330136150664,0.352446894075257,1.82227487139137,-3.58710663598456,1.95852619374106,2.88722502223168,0.607555636745287,0.695643674300605,0.293773530948102,0.920103706482027,0.764908980817784,-1.85314057055977,-0.564259521891135,-1.83916646355112,0
1.3507370311458,3.15518951648381,1.19153606492674,3.97729776796352,0.79213445536557,0.68879002520874,1.73439606618331,-0.032454528837553,1.18420521789574,-0.845824238475981,-0.255043330025928,2.43732559416652,-0.541760429459595,-0.564813050421746,0.651673181934051,0.0933941820277138,-0.555109193893311,-2.24068618874594,1.08668600703178,0.663894341120089,-2.93727961623951,2.65643392608083,0.573837686749866,1.75292453718811,-0.955076412652425,2.18217741530371,-0.31795876316616,1.07434287112518,2.00529996450414,1.52324709373483,0
1.69933303742628,2.28068141832423,-0.888939835042312,-0.246180502313213,1.8126555043253,0.731252084478752,0.56270351073926,0.85501034939743,-0.487653713949092,-0.361937838491334,1.47611331140262,0.302359672485707,1.12383017370699,1.73145164335514,0.89564185743176,-1.18238242072263,0.0205416224322224,0.192220518234281,-1.78192667434697,-0.936275212115267,1.73224261675634,1.55635292505717,-1.47242611103338,1.92804508513034,2.6319890972243,3.78450053195034,1.76010266367795,3.23566724011994,1.31925161469924,3.3739261638766,0
